Algorithm,Cores,N(b),Integration_step,time
gauss.py,8,2.153846153846154,5e-06,0.5810663681477308
gauss.py,8,2.153846153846154,5e-06,0.5406759539619088
gauss.py,8,2.153846153846154,5e-06,0.536080801859498
gauss.py,8,2.153846153846154,5e-06,0.5474077733233571
gauss.py,8,2.3846153846153846,5e-06,0.5858161533251405
gauss.py,8,2.3846153846153846,5e-06,0.6286580469459295
gauss.py,8,2.3846153846153846,5e-06,0.5852331863716245
gauss.py,8,2.3846153846153846,5e-06,0.5670508490875363
gauss.py,8,2.3846153846153846,5e-06,0.5788250276818871
gauss.py,8,2.3846153846153846,5e-06,0.5781193468719721
gauss.py,8,2.3846153846153846,5e-06,0.560222527012229
gauss.py,8,2.3846153846153846,5e-06,0.5442908313125372
gauss.py,8,2.3846153846153846,5e-06,0.5676188142970204
gauss.py,8,2.3846153846153846,5e-06,0.5573538271710277
gauss.py,8,2.3846153846153846,5e-06,0.5767616350203753
gauss.py,8,2.3846153846153846,5e-06,0.523787316866219
gauss.py,8,2.3846153846153846,5e-06,0.5455885678529739
gauss.py,8,2.3846153846153846,5e-06,0.5705117406323552
gauss.py,8,2.3846153846153846,5e-06,0.5589990066364408
gauss.py,8,2.3846153846153846,5e-06,0.5733545329421759
gauss.py,8,2.3846153846153846,5e-06,0.5827830992639065
gauss.py,8,2.3846153846153846,5e-06,0.5435007978230715
gauss.py,8,2.3846153846153846,5e-06,0.5979166310280561
gauss.py,8,2.3846153846153846,5e-06,0.6409747879952192
gauss.py,8,2.3846153846153846,5e-06,0.5695887021720409
gauss.py,8,2.3846153846153846,5e-06,0.5391699941828847
gauss.py,8,2.3846153846153846,5e-06,0.5667146230116487
gauss.py,8,2.3846153846153846,5e-06,0.5594711797311902
gauss.py,8,2.3846153846153846,5e-06,0.5233944952487946
gauss.py,8,2.3846153846153846,5e-06,0.5669795516878366
gauss.py,8,2.3846153846153846,5e-06,0.5099986661225557
gauss.py,8,2.3846153846153846,5e-06,0.541654821485281
gauss.py,8,2.3846153846153846,5e-06,0.5558548141270876
gauss.py,8,2.3846153846153846,5e-06,0.5668023005127907
gauss.py,8,2.3846153846153846,5e-06,0.5266120564192533
gauss.py,8,2.3846153846153846,5e-06,0.570725274272263
gauss.py,8,2.3846153846153846,5e-06,0.5584581289440393
gauss.py,8,2.3846153846153846,5e-06,0.5963224759325385
gauss.py,8,2.3846153846153846,5e-06,0.5907129254192114
gauss.py,8,2.3846153846153846,5e-06,0.5399119732901454
gauss.py,8,2.3846153846153846,5e-06,0.5857870308682323
gauss.py,8,2.3846153846153846,5e-06,0.6001342572271824
gauss.py,8,2.3846153846153846,5e-06,0.546368851326406
gauss.py,8,2.3846153846153846,5e-06,0.5819346699863672
gauss.py,8,2.6153846153846154,5e-06,0.5295679764822125
gauss.py,8,2.6153846153846154,5e-06,0.6114079849794507
gauss.py,8,2.6153846153846154,5e-06,0.6052401177585125
gauss.py,8,2.6153846153846154,5e-06,0.549402505159378
gauss.py,8,2.6153846153846154,5e-06,0.5634393421933055
gauss.py,8,2.6153846153846154,5e-06,0.561731806024909
gauss.py,8,2.6153846153846154,5e-06,0.5795099921524525
gauss.py,8,2.6153846153846154,5e-06,0.5412937179207802
gauss.py,8,2.6153846153846154,5e-06,0.5897361626848578
gauss.py,8,2.6153846153846154,5e-06,0.5774100199341774
gauss.py,8,2.6153846153846154,5e-06,0.5766382841393352
gauss.py,8,2.6153846153846154,5e-06,0.6281689219176769
gauss.py,8,2.6153846153846154,5e-06,0.5877411440014839
gauss.py,8,2.6153846153846154,5e-06,0.5972501374781132
gauss.py,8,2.6153846153846154,5e-06,0.5648017544299364
gauss.py,8,2.6153846153846154,5e-06,0.5646156510338187
gauss.py,8,2.6153846153846154,5e-06,0.6080454373732209
gauss.py,8,2.6153846153846154,5e-06,0.6013009157031775
gauss.py,8,2.6153846153846154,5e-06,0.5745101189240813
gauss.py,8,2.6153846153846154,5e-06,0.5692056082189083
gauss.py,8,2.6153846153846154,5e-06,0.5668353699147701
gauss.py,8,2.6153846153846154,5e-06,0.5624833637848496
gauss.py,8,2.6153846153846154,5e-06,0.5875292364507914
gauss.py,8,2.6153846153846154,5e-06,0.590701968409121
gauss.py,8,2.6153846153846154,5e-06,0.6257518837228417
gauss.py,8,2.6153846153846154,5e-06,0.5887000635266304
gauss.py,8,2.6153846153846154,5e-06,0.6240757303312421
gauss.py,8,2.6153846153846154,5e-06,0.5763359582051635
gauss.py,8,2.6153846153846154,5e-06,0.5876845251768827
gauss.py,8,2.6153846153846154,5e-06,0.5497419042512774
gauss.py,8,2.6153846153846154,5e-06,0.5959672797471285
gauss.py,8,2.6153846153846154,5e-06,0.5885669011622667
gauss.py,8,2.6153846153846154,5e-06,0.5632635382935405
gauss.py,8,2.6153846153846154,5e-06,0.5921793915331364
gauss.py,8,2.6153846153846154,5e-06,0.599463326856494
gauss.py,8,2.6153846153846154,5e-06,0.6185530461370945
gauss.py,8,2.6153846153846154,5e-06,0.6316364342346787
gauss.py,8,2.6153846153846154,5e-06,0.5301157021895051
gauss.py,8,2.6153846153846154,5e-06,0.6194801852107048
gauss.py,8,2.6153846153846154,5e-06,0.544674314558506
gauss.py,8,2.8461538461538463,5e-06,0.5494034551084042
gauss.py,8,2.8461538461538463,5e-06,0.515180048532784
gauss.py,8,2.8461538461538463,5e-06,0.5830610934644938
gauss.py,8,2.8461538461538463,5e-06,0.5714515512809157
gauss.py,8,2.8461538461538463,5e-06,0.591218096204102
gauss.py,8,2.8461538461538463,5e-06,0.626818030141294
gauss.py,8,2.8461538461538463,5e-06,0.672030664049089
gauss.py,8,2.8461538461538463,5e-06,0.6563446633517742
gauss.py,8,2.8461538461538463,5e-06,0.5582030219957232
gauss.py,8,2.8461538461538463,5e-06,0.6055039661005139
gauss.py,8,2.8461538461538463,5e-06,0.5998015021905303
gauss.py,8,2.8461538461538463,5e-06,0.5751550858840346
gauss.py,8,2.8461538461538463,5e-06,0.5595696838572621
gauss.py,8,2.8461538461538463,5e-06,0.564527278766036
gauss.py,8,2.8461538461538463,5e-06,0.5919798081740737
gauss.py,8,2.8461538461538463,5e-06,0.650615812279284
gauss.py,8,2.8461538461538463,5e-06,0.6045997738838196
gauss.py,8,2.8461538461538463,5e-06,0.6030367203056812
gauss.py,8,2.8461538461538463,5e-06,0.6149819260463119
gauss.py,8,2.8461538461538463,5e-06,0.6306975753977895
gauss.py,8,2.8461538461538463,5e-06,0.605249423533678
gauss.py,8,2.8461538461538463,5e-06,0.5780998868867755
gauss.py,8,2.8461538461538463,5e-06,0.6167981568723917
gauss.py,8,2.8461538461538463,5e-06,0.5235599651932716
gauss.py,8,2.8461538461538463,5e-06,0.5190167892724276
gauss.py,8,2.8461538461538463,5e-06,0.5802580025047064
gauss.py,8,2.8461538461538463,5e-06,0.6104779709130526
gauss.py,8,2.8461538461538463,5e-06,0.5710631366819143
gauss.py,8,2.8461538461538463,5e-06,0.6090578874573112
gauss.py,8,2.8461538461538463,5e-06,0.6099679097533226
gauss.py,8,2.8461538461538463,5e-06,0.5816336451098323
gauss.py,8,2.8461538461538463,5e-06,0.5682731345295906
gauss.py,8,2.8461538461538463,5e-06,0.5934227462857962
gauss.py,8,2.8461538461538463,5e-06,0.6059760758653283
gauss.py,8,2.8461538461538463,5e-06,0.6809038715437055
gauss.py,8,2.8461538461538463,5e-06,0.6361183635890484
gauss.py,8,2.8461538461538463,5e-06,0.5657759392634034
gauss.py,8,2.8461538461538463,5e-06,0.5684515153989196
gauss.py,8,2.8461538461538463,5e-06,0.6260261507704854
gauss.py,8,2.8461538461538463,5e-06,0.5776011049747467
gauss.py,8,3.076923076923077,5e-06,0.5610271841287613
gauss.py,8,3.076923076923077,5e-06,0.5757922902703285
gauss.py,8,3.076923076923077,5e-06,0.5548006417229772
gauss.py,8,3.076923076923077,5e-06,0.5810206616297364
gauss.py,8,3.076923076923077,5e-06,0.5813279766589403
gauss.py,8,3.076923076923077,5e-06,0.6433961419388652
gauss.py,8,3.076923076923077,5e-06,0.5977269411087036
gauss.py,8,3.076923076923077,5e-06,0.6134800845757127
gauss.py,8,3.076923076923077,5e-06,0.6115651680156589
gauss.py,8,3.076923076923077,5e-06,0.6105234352871776
gauss.py,8,3.076923076923077,5e-06,0.5417112503200769
gauss.py,8,3.076923076923077,5e-06,0.5715891551226377
gauss.py,8,3.076923076923077,5e-06,0.5535289980471134
gauss.py,8,3.076923076923077,5e-06,0.557605822570622
gauss.py,8,3.076923076923077,5e-06,0.5921624423936009
gauss.py,8,3.076923076923077,5e-06,0.6299078920856118
gauss.py,8,3.076923076923077,5e-06,0.6508596111088991
gauss.py,8,3.076923076923077,5e-06,0.585036888718605
gauss.py,8,3.076923076923077,5e-06,0.5531029785051942
gauss.py,8,3.076923076923077,5e-06,0.5715082939714193
gauss.py,8,3.076923076923077,5e-06,0.6015441957861185
gauss.py,8,3.076923076923077,5e-06,0.5693360306322575
gauss.py,8,3.076923076923077,5e-06,0.6154984943568707
gauss.py,8,3.076923076923077,5e-06,0.5657150279730558
gauss.py,8,3.076923076923077,5e-06,0.6028971401974559
gauss.py,8,3.076923076923077,5e-06,0.5973766185343266
gauss.py,8,3.076923076923077,5e-06,0.595902276225388
gauss.py,8,3.076923076923077,5e-06,0.583693434484303
gauss.py,8,3.076923076923077,5e-06,0.6304883388802409
gauss.py,8,3.076923076923077,5e-06,0.6293208692222834
gauss.py,8,3.076923076923077,5e-06,0.597637883387506
gauss.py,8,3.076923076923077,5e-06,0.599806603975594
gauss.py,8,3.076923076923077,5e-06,0.5957313179969788
gauss.py,8,3.076923076923077,5e-06,0.6265861755236983
gauss.py,8,3.076923076923077,5e-06,0.5597185110673308
gauss.py,8,3.076923076923077,5e-06,0.5512955691665411
gauss.py,8,3.076923076923077,5e-06,0.6348541406914592
gauss.py,8,3.076923076923077,5e-06,0.6220670016482472
gauss.py,8,3.076923076923077,5e-06,0.5996380383148789
gauss.py,8,3.076923076923077,5e-06,0.5876943664625287
gauss.py,8,3.307692307692308,5e-06,0.6272332975640893
gauss.py,8,3.307692307692308,5e-06,0.6186064993962646
gauss.py,8,3.307692307692308,5e-06,0.6190497130155563
gauss.py,8,3.307692307692308,5e-06,0.593305385671556
gauss.py,8,3.307692307692308,5e-06,0.5839039208367467
gauss.py,8,3.307692307692308,5e-06,0.6301034418866038
gauss.py,8,3.307692307692308,5e-06,0.6252574464306235
gauss.py,8,3.307692307692308,5e-06,0.6019520722329617
gauss.py,8,3.307692307692308,5e-06,0.6421544905751944
gauss.py,8,3.307692307692308,5e-06,0.6155250342562795
gauss.py,8,3.307692307692308,5e-06,0.5483123138546944
gauss.py,8,3.307692307692308,5e-06,0.6269889734685421
gauss.py,8,3.307692307692308,5e-06,0.6318840915337205
gauss.py,8,3.307692307692308,5e-06,0.6716389348730445
gauss.py,8,3.307692307692308,5e-06,0.5587340109050274
gauss.py,8,3.307692307692308,5e-06,0.6303528640419245
gauss.py,8,3.307692307692308,5e-06,0.6340271113440394
gauss.py,8,3.307692307692308,5e-06,0.6200816119089723
gauss.py,8,3.307692307692308,5e-06,0.6707485718652606
gauss.py,8,3.307692307692308,5e-06,0.6178989047184587
gauss.py,8,3.307692307692308,5e-06,0.6414027651771903
gauss.py,8,3.307692307692308,5e-06,0.6120566483587027
gauss.py,8,3.307692307692308,5e-06,0.629580426029861
gauss.py,8,3.307692307692308,5e-06,0.6244508484378457
gauss.py,8,3.307692307692308,5e-06,0.6201347857713699
gauss.py,8,3.307692307692308,5e-06,0.5664835581555963
gauss.py,8,3.307692307692308,5e-06,0.5752526745200157
gauss.py,8,3.307692307692308,5e-06,0.5910181878134608
gauss.py,8,3.307692307692308,5e-06,0.5700176926329732
gauss.py,8,3.307692307692308,5e-06,0.570043888874352
gauss.py,8,3.307692307692308,5e-06,0.5979306129738688
gauss.py,8,3.307692307692308,5e-06,0.6281263623386621
gauss.py,8,3.307692307692308,5e-06,0.6186620313674212
gauss.py,8,3.307692307692308,5e-06,0.6215731650590897
gauss.py,8,3.307692307692308,5e-06,0.6612242059782147
gauss.py,8,3.307692307692308,5e-06,0.6744243716821074
gauss.py,8,3.307692307692308,5e-06,0.6371390772983432
gauss.py,8,3.307692307692308,5e-06,0.6194719597697258
gauss.py,8,3.307692307692308,5e-06,0.7043550321832299
gauss.py,8,3.307692307692308,5e-06,0.6144465822726488
gauss.py,8,3.5384615384615388,5e-06,0.6801438825204968
gauss.py,8,3.5384615384615388,5e-06,0.597416733391583
gauss.py,8,3.5384615384615388,5e-06,0.5855179503560066
gauss.py,8,3.5384615384615388,5e-06,0.6565737156197429
gauss.py,8,3.5384615384615388,5e-06,0.5685784621164203
gauss.py,8,3.5384615384615388,5e-06,0.5782091040164232
gauss.py,8,3.5384615384615388,5e-06,0.6424053125083447
gauss.py,8,3.5384615384615388,5e-06,0.5642219921573997
gauss.py,8,3.5384615384615388,5e-06,0.6140296263620257
gauss.py,8,3.5384615384615388,5e-06,0.5960948616266251
gauss.py,8,3.5384615384615388,5e-06,0.6498957918956876
gauss.py,8,3.5384615384615388,5e-06,0.6471383906900883
gauss.py,8,3.5384615384615388,5e-06,0.6235820343717933
gauss.py,8,3.5384615384615388,5e-06,0.6410843003541231
gauss.py,8,3.5384615384615388,5e-06,0.6287169074639678
gauss.py,8,3.5384615384615388,5e-06,0.6138478927314281
gauss.py,8,3.5384615384615388,5e-06,0.6561956014484167
gauss.py,8,3.5384615384615388,5e-06,0.6242076056078076
gauss.py,8,3.5384615384615388,5e-06,0.6085314713418484
gauss.py,8,3.5384615384615388,5e-06,0.610098167322576
