Algorithm,Cores,time
gauss.py,1,2.1788458740338683
gauss.py,1,2.093298787251115
gauss.py,1,2.305774404667318
gauss.py,1,2.074341378174722
gauss.py,1,2.184592834673822
gauss.py,1,2.018105734139681
gauss.py,1,2.095967818982899
gauss.py,1,2.13896590936929
gauss.py,1,2.005141979083419
gauss.py,1,1.9987641414627433
gauss.py,1,2.067639953456819
gauss.py,1,2.0042622480541468
gauss.py,1,2.0170769272372127
gauss.py,1,2.2990168295800686
gauss.py,1,2.105015001259744
gauss.py,1,2.1523838751018047
gauss.py,1,2.072935050353408
gauss.py,1,1.9963049059733748
gauss.py,1,2.147834999486804
gauss.py,1,2.0487767504528165
gauss.py,1,2.0413423385471106
gauss.py,1,1.9842894515022635
gauss.py,1,1.9595570284873247
gauss.py,1,2.0970274033024907
gauss.py,1,2.1801456985995173
gauss.py,1,1.9840393597260118
gauss.py,1,2.1346547286957502
gauss.py,1,2.2050880528986454
gauss.py,1,2.021398133598268
gauss.py,1,2.143006231635809
gauss.py,1,2.1748221926391125
gauss.py,1,2.020664348267019
gauss.py,1,2.0283089820295572
gauss.py,1,2.185482684522867
gauss.py,1,2.253944340161979
gauss.py,1,2.0364846736192703
gauss.py,1,2.1640739804133773
gauss.py,1,2.098845027387142
gauss.py,1,2.0015329364687204
gauss.py,1,2.098699251189828
gauss.py,2,1.395418681204319
gauss.py,2,1.6105551924556494
gauss.py,2,1.4024154506623745
gauss.py,2,1.5716187367215753
gauss.py,2,1.4113771142438054
gauss.py,2,1.5755794206634164
gauss.py,2,1.4618181753903627
gauss.py,2,1.4278572387993336
gauss.py,2,1.4475312698632479
gauss.py,2,1.5552943972870708
gauss.py,2,1.4667216772213578
gauss.py,2,1.5225720535963774
gauss.py,2,1.3771016662940383
gauss.py,2,1.355028542689979
gauss.py,2,1.4244097946211696
gauss.py,2,1.399411028251052
gauss.py,2,1.3981909565627575
gauss.py,2,1.3736377507448196
gauss.py,2,1.6088936822488904
gauss.py,2,1.4669839413836598
gauss.py,2,1.5964753786101937
gauss.py,2,1.37508247140795
gauss.py,2,1.5225168513134122
gauss.py,2,1.3517241384834051
gauss.py,2,1.6459599947556853
gauss.py,2,1.4708082545548677
gauss.py,2,1.4805497443303466
gauss.py,2,1.3875309592112899
gauss.py,2,1.6137425797060132
gauss.py,2,1.4926731577143073
gauss.py,2,1.4271832164376974
gauss.py,2,1.440633392892778
gauss.py,2,1.6183051401749253
gauss.py,2,1.4463252816349268
gauss.py,2,1.4628329453989863
gauss.py,2,1.4521190850064158
gauss.py,2,1.4668983668088913
gauss.py,2,1.3437189981341362
gauss.py,2,1.4102285197004676
gauss.py,2,1.3881026972085238
gauss.py,3,1.2272400744259357
gauss.py,3,1.1704269740730524
gauss.py,3,1.2878648480400443
gauss.py,3,1.3445119364187121
gauss.py,3,1.2646978022530675
gauss.py,3,1.1600673394277692
gauss.py,3,1.2509235367178917
gauss.py,3,1.3469612412154675
gauss.py,3,1.1925471173599362
gauss.py,3,1.3822775362059474
gauss.py,3,1.0964691638946533
gauss.py,3,1.3417623033747077
gauss.py,3,1.3676211666315794
gauss.py,3,1.1317706694826484
gauss.py,3,1.2139642452821136
gauss.py,3,1.245256518945098
gauss.py,3,1.2640324719250202
gauss.py,3,1.0827048253268003
gauss.py,3,1.0839362014085054
gauss.py,3,1.1800342770293355
gauss.py,3,1.3566176239401102
gauss.py,3,1.2079650405794382
gauss.py,3,1.2506144447252154
gauss.py,3,1.187726717442274
gauss.py,3,1.079995097592473
gauss.py,3,1.1799340154975653
gauss.py,3,1.093378223478794
gauss.py,3,1.0373702691867948
gauss.py,3,1.1760068451985717
gauss.py,3,1.1370074190199375
gauss.py,3,1.2159122293815017
gauss.py,3,1.144837200641632
gauss.py,3,1.224531446583569
gauss.py,3,1.1482149809598923
gauss.py,3,1.2796593066304922
gauss.py,3,1.3167997552081943
gauss.py,3,1.261361587792635
gauss.py,3,1.2522737178951502
gauss.py,3,1.1676905741915107
gauss.py,3,1.1166328070685267
gauss.py,4,1.1187474699690938
gauss.py,4,1.0174723593518138
gauss.py,4,0.9748063804581761
gauss.py,4,1.0928353173658252
gauss.py,4,1.054000117816031
gauss.py,4,0.9845943190157413
gauss.py,4,0.9757225280627608
gauss.py,4,1.087250392884016
gauss.py,4,1.010483087040484
gauss.py,4,1.0720957107841969
gauss.py,4,1.1916606575250626
gauss.py,4,1.1047741500660777
gauss.py,4,1.1343821221962571
gauss.py,4,1.1615939028561115
gauss.py,4,1.1230732267722487
gauss.py,4,1.0269056260585785
gauss.py,4,0.9994425037875772
gauss.py,4,1.0401013921946287
gauss.py,4,1.1178136207163334
gauss.py,4,1.0891569964587688
gauss.py,4,1.124395095743239
gauss.py,4,1.0151743106544018
gauss.py,4,1.159469559788704
gauss.py,4,0.9971054866909981
gauss.py,4,0.9408063450828195
gauss.py,4,1.0603229962289333
gauss.py,4,1.0646386360749602
gauss.py,4,1.0299777975305915
gauss.py,4,1.0928926458582282
gauss.py,4,0.9961935039609671
gauss.py,4,0.9584355223923922
gauss.py,4,1.0231469497084618
gauss.py,4,0.9965951144695282
gauss.py,4,1.0224722372367978
gauss.py,4,1.1323521947488189
gauss.py,4,1.142308552749455
gauss.py,4,1.0731268795207143
gauss.py,4,1.1526318360120058
gauss.py,4,1.0438069207593799
gauss.py,4,1.0818827180191875
gauss.py,5,1.0776825733482838
gauss.py,5,1.0642166873440146
gauss.py,5,1.0124453380703926
gauss.py,5,1.0055575538426638
gauss.py,5,1.0440619681030512
gauss.py,5,1.0588951101526618
gauss.py,5,0.950334963388741
gauss.py,5,1.056071444414556
gauss.py,5,1.0811828626319766
gauss.py,5,1.009074036963284
gauss.py,5,0.9584811627864838
gauss.py,5,1.0081723174080253
gauss.py,5,0.9310532668605447
gauss.py,5,0.9506910620257258
gauss.py,5,1.0364636210724711
gauss.py,5,0.9875774644315243
gauss.py,5,0.9956927578896284
gauss.py,5,0.9705627392977476
gauss.py,5,1.046203293837607
gauss.py,5,1.0373145546764135
gauss.py,5,0.9956274377182126
gauss.py,5,1.0134949088096619
gauss.py,5,1.0447505936026573
gauss.py,5,1.0386010250076652
gauss.py,5,0.9943298976868391
gauss.py,5,1.040893418714404
gauss.py,5,0.9381989473477006
gauss.py,5,1.012207830324769
gauss.py,5,1.0391701105982065
gauss.py,5,1.0452796863391995
gauss.py,5,1.0700242407619953
gauss.py,5,1.0940348822623491
gauss.py,5,0.9939043577760458
gauss.py,5,1.0142265651375055
gauss.py,5,1.1104296781122684
gauss.py,5,1.0649141678586602
gauss.py,5,1.0135200964286923
gauss.py,5,0.9296965897083282
gauss.py,5,1.0042060362175107
gauss.py,5,0.974430114030838
gauss.py,6,0.9460043087601662
gauss.py,6,0.9362746924161911
gauss.py,6,0.9674712913110852
gauss.py,6,0.9576021246612072
gauss.py,6,0.9422316830605268
gauss.py,6,0.9715237962082028
gauss.py,6,1.00239974912256
gauss.py,6,1.0082989120855927
gauss.py,6,0.9869202449917793
gauss.py,6,1.0185512322932482
gauss.py,6,0.911244903691113
gauss.py,6,0.9945381944999099
gauss.py,6,0.9997578067705035
gauss.py,6,1.0310246320441365
gauss.py,6,0.9368444886058569
gauss.py,6,0.9624935369938612
gauss.py,6,1.0153459860011935
gauss.py,6,1.019716965034604
gauss.py,6,0.8900738311931491
gauss.py,6,0.9965252196416259
gauss.py,6,1.0201611509546638
gauss.py,6,0.9136917656287551
gauss.py,6,0.9798434246331453
gauss.py,6,1.0727253016084433
gauss.py,6,0.9567645015195012
gauss.py,6,1.0347961774095893
gauss.py,6,0.9888684498146176
gauss.py,6,1.0243081245571375
gauss.py,6,1.014829883351922
gauss.py,6,0.9236035048961639
gauss.py,6,0.9759759306907654
gauss.py,6,0.9521911703050137
gauss.py,6,1.0658542541787028
gauss.py,6,1.004264079965651
gauss.py,6,0.9045660309493542
gauss.py,6,0.9971190821379423
gauss.py,6,1.0098883835598826
gauss.py,6,0.9884146731346846
gauss.py,6,1.0386651335284114
gauss.py,6,0.9654333190992475
gauss.py,7,0.9495011353865266
gauss.py,7,0.9861058071255684
gauss.py,7,0.8980973428115249
gauss.py,7,0.9283828577026725
gauss.py,7,0.9567371280863881
gauss.py,7,0.9188924403861165
gauss.py,7,0.9524538675323129
gauss.py,7,0.9464360550045967
gauss.py,7,0.9769857078790665
gauss.py,7,0.8849709015339613
gauss.py,7,0.9313515443354845
gauss.py,7,0.9321191497147083
gauss.py,7,0.9100961303338408
gauss.py,7,0.9185372032225132
gauss.py,7,0.9419765397906303
gauss.py,7,0.9578331634402275
gauss.py,7,0.9386182306334376
gauss.py,7,0.9276269283145666
gauss.py,7,0.9004314476624131
gauss.py,7,0.9856849992647767
gauss.py,7,0.9553845450282097
gauss.py,7,0.879103260114789
gauss.py,7,0.8972454778850079
gauss.py,7,0.9054427780210972
gauss.py,7,0.9658807022497058
gauss.py,7,0.9999602986499667
gauss.py,7,1.0106411734595895
gauss.py,7,0.9625676991418004
gauss.py,7,0.9109193971380591
gauss.py,7,1.0331744756549597
gauss.py,7,0.9570297067984939
gauss.py,7,0.9437213018536568
gauss.py,7,0.996741408482194
gauss.py,7,0.9642948685213923
gauss.py,7,0.9311556816101074
gauss.py,7,1.0168183632194996
gauss.py,7,1.0002079028636217
gauss.py,7,0.9089652113616467
gauss.py,7,0.9387869434431195
gauss.py,7,1.0920476177707314
gauss.py,8,0.9509579008445144
gauss.py,8,0.9107419764623046
gauss.py,8,0.9932890282943845
gauss.py,8,0.9182134578004479
gauss.py,8,0.9452818734571338
gauss.py,8,0.9387151757255197
gauss.py,8,0.9080931525677443
gauss.py,8,0.9224181110039353
gauss.py,8,0.8691466161981225
gauss.py,8,0.868319921195507
gauss.py,8,0.8955961158499122
gauss.py,8,0.9504930507391691
gauss.py,8,0.9099133275449276
gauss.py,8,0.9553044065833092
gauss.py,8,0.9676745431497693
gauss.py,8,0.9854201599955559
gauss.py,8,0.9469451131299138
gauss.py,8,0.9042903110384941
gauss.py,8,0.8818372692912817
gauss.py,8,0.876522378064692
gauss.py,8,0.8454228974878788
gauss.py,8,0.9450981039553881
gauss.py,8,0.8159746183082461
gauss.py,8,0.9093105066567659
gauss.py,8,0.9437142061069608
gauss.py,8,0.8576007504016161
gauss.py,8,0.9034043774008751
gauss.py,8,0.9411717541515827
gauss.py,8,0.9333724975585938
gauss.py,8,0.8680902747437358
gauss.py,8,0.9102799668908119
gauss.py,8,0.8951167864724994
gauss.py,8,0.915820718742907
gauss.py,8,0.9228798411786556
gauss.py,8,0.8948556082323194
gauss.py,8,0.8785632802173495
gauss.py,8,0.8177632819861174
gauss.py,8,0.9261739253997803
gauss.py,8,0.9515105215832591
gauss.py,8,0.9347794689238071
gauss.py,9,0.972465424798429
gauss.py,9,0.872777252458036
gauss.py,9,0.8818219313398004
gauss.py,9,0.8959024008363485
gauss.py,9,0.8985733315348625
gauss.py,9,0.9448961550369859
gauss.py,9,0.8856541998684406
gauss.py,9,0.8713383302092552
gauss.py,9,0.9419654468074441
gauss.py,9,0.9135547811165452
gauss.py,9,0.9051234964281321
gauss.py,9,0.9704341646283865
gauss.py,9,0.945180538110435
gauss.py,9,0.906398163177073
gauss.py,9,0.9558010883629322
gauss.py,9,0.9019784834235907
gauss.py,9,0.8746790653094649
gauss.py,9,0.8798285461962223
gauss.py,9,0.9317716723307967
gauss.py,9,0.8748962692916393
gauss.py,9,0.8719557225704193
gauss.py,9,0.9223539177328348
gauss.py,9,0.8676348766312003
gauss.py,9,0.8986028414219618
gauss.py,9,0.962947791442275
gauss.py,9,0.9018387421965599
gauss.py,9,0.8892224179580808
gauss.py,9,0.9873048085719347
gauss.py,9,0.9319140901789069
gauss.py,9,0.939381348900497
gauss.py,9,0.8513088524341583
gauss.py,9,0.946167423389852
gauss.py,9,0.9256650693714619
gauss.py,9,0.8954569427296519
gauss.py,9,0.9099837662652135
gauss.py,9,0.9072451274842024
gauss.py,9,0.8182919304817915
gauss.py,9,0.9880104530602694
gauss.py,9,0.9352726945653558
gauss.py,9,0.9629642432555556
rectangular.py,1,1.2437996240332723
rectangular.py,1,1.3577857939526439
rectangular.py,1,1.1339865485206246
rectangular.py,1,1.3133685616776347
rectangular.py,1,1.3186883255839348
rectangular.py,1,1.2128416756168008
rectangular.py,1,1.3115333328023553
rectangular.py,1,1.1438435660675168
rectangular.py,1,1.376891689375043
rectangular.py,1,1.2216888815164566
rectangular.py,1,1.1523129269480705
rectangular.py,1,1.337862340733409
rectangular.py,1,1.1239448925480247
rectangular.py,1,1.3209723196923733
rectangular.py,1,1.104305725544691
rectangular.py,1,1.4099215753376484
rectangular.py,1,1.380490019917488
rectangular.py,1,1.4547856142744422
rectangular.py,1,1.3467826135456562
rectangular.py,1,1.255042522214353
rectangular.py,1,1.189261277206242
rectangular.py,1,1.222448660992086
rectangular.py,1,1.1738161956891418
rectangular.py,1,1.2522281408309937
rectangular.py,1,1.1048791175708175
rectangular.py,1,1.3804179253056645
rectangular.py,1,1.3735387017950416
rectangular.py,1,1.2044191882014275
rectangular.py,1,1.157384891062975
rectangular.py,1,1.45494762994349
rectangular.py,1,1.1238699313253164
rectangular.py,1,1.2260845033451915
rectangular.py,1,1.2093297317624092
rectangular.py,1,1.3653945159167051
rectangular.py,1,1.1945193521678448
rectangular.py,1,1.2036104463040829
rectangular.py,1,1.2578428070992231
rectangular.py,1,1.425770272500813
rectangular.py,1,1.197951840236783
rectangular.py,1,1.14806457888335
rectangular.py,2,1.0535792568698525
rectangular.py,2,0.9231208600103855
rectangular.py,2,1.0211566435173154
rectangular.py,2,0.9320581471547484
rectangular.py,2,1.061119344085455
rectangular.py,2,0.9558377573266625
rectangular.py,2,0.9701965926215053
rectangular.py,2,0.934266404248774
rectangular.py,2,0.9707774566486478
rectangular.py,2,0.9187659649178386
rectangular.py,2,1.043735415674746
rectangular.py,2,0.9639426656067371
rectangular.py,2,1.0098817273974419
rectangular.py,2,0.917310100980103
rectangular.py,2,1.0487024830654263
rectangular.py,2,1.0476201502606273
rectangular.py,2,1.0424473462626338
rectangular.py,2,0.9718145113438368
rectangular.py,2,1.0217211954295635
rectangular.py,2,1.05264060664922
rectangular.py,2,1.0155469346791506
rectangular.py,2,1.0038927625864744
rectangular.py,2,0.9284759992733598
rectangular.py,2,0.9125249851495028
rectangular.py,2,1.0643977094441652
rectangular.py,2,0.9846768695861101
rectangular.py,2,1.1559734484180808
rectangular.py,2,0.9911712361499667
rectangular.py,2,1.024751540273428
rectangular.py,2,0.9902273118495941
rectangular.py,2,0.9666913524270058
rectangular.py,2,0.9869840303435922
rectangular.py,2,0.9566345121711493
